Restoran Adı,Sipariş No,Restoran ID,Teslimat Tipi,Ödeme Yöntemi,Ödeme Yöntemi.1,Sipariş Durumu,Siparişin Alındığı Tarih,Kabul Edilme Zamanı,Tahmini Teslim Alınmaya Hazır Olma Süresi,Teslim Alınmaya Hazır Olma Süresi,Kuryenin Teslim Almaya Yakın Olma Zamanı,Sipariş Teslim Tarihi,Tahmini Teslimat Zamanı,Teslimat zamanı,İptal Edilme Zamanı,İptal Sebebi,İptal Kaynağı,Toplam,Paketleme ücreti,Minimum gönderim tutarı,Unnamed: 21,KDV Bedeli,Sipariş İletim Hizmeti Bedeli,Restoran İndirimi,Restoran Kuponu,Komisyon,Unnamed: 27,Unnamed: 28,Faturalandırılabilir,Ödeme Yapıldı,Tahmini Kazanç,İşletme tarafından tahsil edilmiş nakit tutar,Yemeksepeti'ne geri ödenecek tutar,Ödeme Tutarı,Yemeksepeti İndirimi,Yemeksepeti Tarafından Karşılanan Kupon,Toplam İndirim,Toplam Kupon,Vergi Tutarı,Ürünler
Arthur's Pizza,vz11-538h,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,26/10/2024 19:47,26/10/2024 19:48,26/10/2024 20:01,,26/10/2024 19:54,26/10/2024 20:03,26/10/2024 20:09,26/10/2024 20:12,,,,"680,00","0,00","0,00","0,00","50,74","40,80","0,00","150,00","68,00","0,00","161,02",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Torino, 1 Milano"
Arthur's Pizza,vz11-59qe,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,28/10/2024 22:17,28/10/2024 22:17,28/10/2024 22:28,,28/10/2024 22:22,28/10/2024 22:28,28/10/2024 22:32,28/10/2024 22:37,,,,"320,00","0,00","0,00","0,00","16,38","30,72","64,00","0,00","51,20","0,00","0,00",evet,,"157,70","0,00","0,00","157,70","0,00","0,00","64,00","0,00","0,00",1 Margherita
Arthur's Pizza,vz11-5amm,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,23/10/2024 20:31,23/10/2024 20:31,23/10/2024 20:42,,23/10/2024 20:41,23/10/2024 20:55,23/10/2024 20:56,23/10/2024 21:15,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Napolitan
Arthur's Pizza,vz11-5j4z,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,28/10/2024 13:16,28/10/2024 13:16,28/10/2024 13:27,,28/10/2024 13:26,28/10/2024 13:28,28/10/2024 13:43,28/10/2024 13:41,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-5jdd,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/11/2024 18:54,12/11/2024 18:54,12/11/2024 19:06,,12/11/2024 19:02,12/11/2024 19:09,12/11/2024 19:11,12/11/2024 19:16,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Milano
Arthur's Pizza,vz11-5qx2,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,29/10/2024 17:33,29/10/2024 17:33,29/10/2024 17:46,,29/10/2024 17:41,29/10/2024 17:47,29/10/2024 18:08,29/10/2024 18:02,,,,"460,00","0,00","0,00","0,00","28,05","27,60","0,00","150,00","46,00","0,00","66,67",evet,,"141,68","0,00","0,00","141,68","0,00","0,00","0,00","150,00","0,00","1 Roma, 2 Coca-Cola Zero Sugar (25 cl.), 1 Su (50 cl.)"
Arthur's Pizza,vz11-5zwe,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,24/10/2024 17:40,24/10/2024 17:40,24/10/2024 17:51,24/10/2024 17:49,24/10/2024 17:52,24/10/2024 17:57,24/10/2024 17:58,24/10/2024 18:06,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-6g6h,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,07/11/2024 21:27,07/11/2024 21:27,07/11/2024 21:38,,07/11/2024 21:44,07/11/2024 21:48,07/11/2024 21:44,07/11/2024 22:03,,,,"420,00","0,00","0,00","0,00","21,50","40,32","84,00","0,00","67,20","0,00","0,00",evet,,"206,98","0,00","0,00","206,98","0,00","0,00","84,00","0,00","0,00","1 Napolitan, 2 Fanta (25 cl.)"
Arthur's Pizza,vz11-6juo,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,29/10/2024 17:10,29/10/2024 17:10,29/10/2024 17:24,,29/10/2024 17:20,29/10/2024 17:31,29/10/2024 17:32,29/10/2024 17:36,,,,"680,00","0,00","0,00","0,00","53,43","40,80","0,00","150,00","68,00","0,00","158,33",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Verona, 1 Torino"
Arthur's Pizza,vz11-6qgw,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,14/11/2024 18:35,14/11/2024 18:35,14/11/2024 18:47,,14/11/2024 18:42,14/11/2024 18:46,14/11/2024 18:56,14/11/2024 19:01,,,,"340,00","0,00","0,00","0,00","11,67","0,00","0,00","100,00","0,00","0,00","58,33",evet,,"170,00","0,00","0,00","170,00","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-6r2z,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,02/11/2024 23:27,02/11/2024 23:27,02/11/2024 23:41,,02/11/2024 23:39,02/11/2024 23:46,02/11/2024 23:52,03/11/2024 00:00,,,,"680,00","0,00","0,00","0,00","34,82","65,28","136,00","0,00","108,80","0,00","0,00",evet,,"335,10","0,00","0,00","335,10","0,00","0,00","136,00","0,00","0,00","1 Torino, 1 Verona"
Arthur's Pizza,vz11-6t1r,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/11/2024 13:39,12/11/2024 13:39,12/11/2024 13:51,12/11/2024 13:39,12/11/2024 13:46,12/11/2024 13:47,12/11/2024 13:55,12/11/2024 13:49,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Margherita
Arthur's Pizza,vz11-6twz,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,01/11/2024 18:19,01/11/2024 18:19,01/11/2024 18:33,,01/11/2024 18:33,01/11/2024 18:47,01/11/2024 18:49,01/11/2024 19:02,,,,"660,00","0,00","0,00","0,00","51,12","39,60","0,00","150,00","66,00","0,00","150,00",evet,,"203,28","0,00","0,00","203,28","0,00","0,00","0,00","150,00","0,00","1 Torino, 1 Napolitan"
Arthur's Pizza,vz11-6x6f,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,24/10/2024 22:33,24/10/2024 22:33,24/10/2024 22:44,,24/10/2024 22:45,24/10/2024 22:55,24/10/2024 22:55,24/10/2024 23:11,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Torino
Arthur's Pizza,vz11-7rqe,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,29/10/2024 21:58,29/10/2024 21:58,29/10/2024 22:11,,29/10/2024 22:06,29/10/2024 22:15,29/10/2024 22:23,29/10/2024 22:27,,,,"640,00","0,00","0,00","0,00","32,77","61,44","128,00","0,00","102,40","0,00","0,00",evet,,"315,39","0,00","0,00","315,39","0,00","0,00","128,00","0,00","0,00",2 Margherita
Arthur's Pizza,vz11-8ja3,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,24/10/2024 13:41,24/10/2024 13:42,24/10/2024 13:52,,24/10/2024 13:49,24/10/2024 13:53,24/10/2024 14:01,24/10/2024 14:11,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Verona
Arthur's Pizza,vz11-8lq3,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,04/11/2024 22:46,04/11/2024 22:46,04/11/2024 22:57,,04/11/2024 22:50,04/11/2024 22:57,04/11/2024 23:03,04/11/2024 23:10,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Verona
Arthur's Pizza,vz11-8lud,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,05/11/2024 20:39,05/11/2024 20:39,05/11/2024 20:51,,05/11/2024 20:41,05/11/2024 20:49,05/11/2024 20:53,05/11/2024 21:01,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Margherita
Arthur's Pizza,vz11-8u50,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,29/10/2024 21:41,29/10/2024 21:41,29/10/2024 21:52,,29/10/2024 21:50,29/10/2024 21:52,29/10/2024 22:00,29/10/2024 21:59,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Napolitan
Arthur's Pizza,vz11-8w5z,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,02/11/2024 15:22,02/11/2024 15:23,02/11/2024 15:33,,02/11/2024 15:30,02/11/2024 15:31,02/11/2024 15:38,02/11/2024 15:36,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-94v1,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,26/10/2024 15:10,26/10/2024 15:10,26/10/2024 15:21,26/10/2024 15:13,26/10/2024 15:22,26/10/2024 15:24,26/10/2024 15:29,26/10/2024 15:41,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Torino
Arthur's Pizza,vz11-99lz,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,26/10/2024 18:43,26/10/2024 18:43,26/10/2024 18:55,,26/10/2024 18:51,26/10/2024 18:53,26/10/2024 19:04,26/10/2024 19:09,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-9kat,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,01/11/2024 18:44,01/11/2024 18:44,01/11/2024 18:56,,01/11/2024 18:52,01/11/2024 18:54,01/11/2024 19:04,01/11/2024 19:02,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Napolitan
Arthur's Pizza,vz11-9lfi,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,08/11/2024 21:58,08/11/2024 21:58,08/11/2024 22:10,08/11/2024 22:21,08/11/2024 22:10,08/11/2024 22:26,08/11/2024 22:17,08/11/2024 22:32,,,,"390,00","0,00","0,00","0,00","28,31","23,40","0,00","100,00","39,00","0,00","79,17",evet,,"120,12","0,00","0,00","120,12","0,00","0,00","0,00","100,00","0,00","1 Torino, 1 Coca-Cola (25 cl.)"
Arthur's Pizza,vz11-9pu7,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,26/10/2024 16:29,26/10/2024 16:29,26/10/2024 16:40,,26/10/2024 16:36,26/10/2024 16:42,26/10/2024 16:51,26/10/2024 16:50,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-aixr,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,06/11/2024 17:21,06/11/2024 17:21,06/11/2024 17:32,,06/11/2024 17:26,06/11/2024 17:33,06/11/2024 17:44,06/11/2024 17:43,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-akbr,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,02/11/2024 18:32,02/11/2024 18:32,02/11/2024 18:42,,02/11/2024 18:42,02/11/2024 18:44,02/11/2024 18:54,02/11/2024 19:06,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-b1rx,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,14/11/2024 19:02,14/11/2024 19:02,14/11/2024 19:14,14/11/2024 19:14,14/11/2024 19:20,14/11/2024 19:21,14/11/2024 19:22,14/11/2024 19:28,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-bhqd,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,15/11/2024 19:02,15/11/2024 19:02,15/11/2024 19:14,,15/11/2024 19:11,15/11/2024 19:18,15/11/2024 19:02,15/11/2024 19:26,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-ccdu,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,04/11/2024 22:48,04/11/2024 22:48,04/11/2024 23:02,,04/11/2024 23:00,04/11/2024 23:10,04/11/2024 23:07,04/11/2024 23:16,,,,"660,00","0,00","0,00","0,00","51,12","39,60","0,00","150,00","66,00","0,00","150,00",evet,,"203,28","0,00","0,00","203,28","0,00","0,00","0,00","150,00","0,00","1 Milano, 1 Margherita"
Arthur's Pizza,vz11-cmqm,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,14/11/2024 20:21,14/11/2024 20:21,14/11/2024 20:33,14/11/2024 20:31,14/11/2024 20:41,14/11/2024 20:42,14/11/2024 20:43,14/11/2024 20:48,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-cnyg,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/11/2024 18:40,12/11/2024 18:41,12/11/2024 18:51,12/11/2024 18:51,12/11/2024 18:57,12/11/2024 18:59,12/11/2024 18:58,12/11/2024 19:06,,,,"320,00","0,00","0,00","0,00","16,38","30,72","64,00","0,00","51,20","0,00","0,00",evet,,"157,70","0,00","0,00","157,70","0,00","0,00","64,00","0,00","0,00",1 Margherita
Arthur's Pizza,vz11-cpzl,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/11/2024 15:45,12/11/2024 15:45,12/11/2024 15:56,,12/11/2024 15:49,12/11/2024 15:50,12/11/2024 15:56,12/11/2024 15:52,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Roma
Arthur's Pizza,vz11-d1gu,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,05/11/2024 19:26,05/11/2024 19:26,05/11/2024 19:38,,05/11/2024 19:33,05/11/2024 19:40,05/11/2024 19:48,05/11/2024 19:59,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Napolitan
Arthur's Pizza,vz11-dkb6,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,08/11/2024 18:15,08/11/2024 18:15,08/11/2024 18:26,,08/11/2024 18:27,08/11/2024 18:30,08/11/2024 18:39,08/11/2024 18:41,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Roma
Arthur's Pizza,vz11-dkv7,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,05/11/2024 17:25,05/11/2024 17:25,05/11/2024 17:39,05/11/2024 17:41,05/11/2024 17:52,05/11/2024 17:55,05/11/2024 17:52,05/11/2024 18:05,,,,"740,00","0,00","0,00","0,00","37,89","71,04","148,00","0,00","118,40","0,00","0,00",evet,,"364,67","0,00","0,00","364,67","0,00","0,00","148,00","0,00","0,00","1 Margherita, 1 Napolitan, 1 Coca-Cola Zero Sugar (25 cl.), 1 Coca-Cola (25 cl.)"
Arthur's Pizza,vz11-dm3d,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,23/10/2024 18:38,23/10/2024 18:38,23/10/2024 18:50,,23/10/2024 18:42,23/10/2024 18:51,23/10/2024 18:45,23/10/2024 18:58,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-ds03,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,02/11/2024 14:44,02/11/2024 14:45,02/11/2024 14:58,02/11/2024 15:02,02/11/2024 14:55,02/11/2024 15:02,02/11/2024 15:08,02/11/2024 15:14,,,,"680,00","0,00","0,00","0,00","53,43","40,80","0,00","150,00","68,00","0,00","158,33",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Roma, 1 Milano"
Arthur's Pizza,vz11-dwy3,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,30/10/2024 19:47,30/10/2024 19:47,30/10/2024 19:58,,30/10/2024 19:54,30/10/2024 20:00,30/10/2024 20:08,30/10/2024 20:17,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-e11y,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,24/10/2024 18:25,24/10/2024 18:25,24/10/2024 18:37,,24/10/2024 18:36,24/10/2024 18:37,24/10/2024 18:48,24/10/2024 18:58,,,,"390,00","0,00","0,00","0,00","26,97","23,40","0,00","100,00","39,00","0,00","80,51",evet,,"120,12","0,00","0,00","120,12","0,00","0,00","0,00","100,00","0,00","1 Coca-Cola Zero Sugar (25 cl.), 1 Milano"
Arthur's Pizza,vz11-e7lu,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,04/11/2024 19:02,04/11/2024 19:02,04/11/2024 19:14,04/11/2024 19:13,04/11/2024 19:08,04/11/2024 19:13,04/11/2024 19:26,04/11/2024 19:24,,,,"390,00","0,00","0,00","0,00","19,97","37,44","78,00","0,00","62,40","0,00","0,00",evet,,"192,19","0,00","0,00","192,19","0,00","0,00","78,00","0,00","0,00","1 Roma, 1 Coca-Cola (25 cl.)"
Arthur's Pizza,vz11-ed0m,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,02/11/2024 14:31,02/11/2024 14:31,02/11/2024 14:42,,02/11/2024 14:37,02/11/2024 14:43,02/11/2024 14:52,02/11/2024 14:53,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Verona
Arthur's Pizza,vz11-f9y8,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,05/11/2024 20:09,05/11/2024 20:10,05/11/2024 20:20,,05/11/2024 20:19,05/11/2024 20:22,05/11/2024 20:24,05/11/2024 20:31,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-fm27,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,13/11/2024 20:57,13/11/2024 20:57,13/11/2024 21:08,13/11/2024 21:12,13/11/2024 21:26,13/11/2024 21:27,13/11/2024 21:24,13/11/2024 21:47,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Napolitan
Arthur's Pizza,vz11-fxlm,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,14/11/2024 16:47,14/11/2024 16:47,14/11/2024 16:58,,14/11/2024 16:55,14/11/2024 17:00,14/11/2024 17:05,14/11/2024 17:07,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Torino
Arthur's Pizza,vz11-gel8,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,12/11/2024 17:45,12/11/2024 17:45,12/11/2024 17:58,12/11/2024 18:03,12/11/2024 17:48,12/11/2024 18:04,12/11/2024 18:11,12/11/2024 18:18,,,,"680,00","0,00","0,00","0,00","34,82","65,28","136,00","0,00","108,80","0,00","0,00",evet,,"335,10","0,00","0,00","335,10","0,00","0,00","136,00","0,00","0,00","1 Torino, 1 Roma"
Arthur's Pizza,vz11-gg09,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,08/11/2024 20:29,08/11/2024 20:30,08/11/2024 20:41,,08/11/2024 20:40,08/11/2024 20:46,08/11/2024 20:51,08/11/2024 20:52,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-glec,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,13/11/2024 19:39,13/11/2024 19:40,13/11/2024 19:51,13/11/2024 19:55,13/11/2024 20:10,13/11/2024 20:10,13/11/2024 20:05,13/11/2024 20:25,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-hn3s,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,01/11/2024 18:19,01/11/2024 18:19,01/11/2024 18:30,,01/11/2024 18:23,01/11/2024 18:30,01/11/2024 18:49,01/11/2024 18:41,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-hppg,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,27/10/2024 21:48,27/10/2024 21:48,27/10/2024 22:02,,27/10/2024 21:52,27/10/2024 22:07,27/10/2024 22:06,27/10/2024 22:10,,,,"660,00","0,00","0,00","0,00","48,58","39,60","0,00","150,00","66,00","0,00","152,54",evet,,"203,28","0,00","0,00","203,28","0,00","0,00","0,00","150,00","0,00","1 Napolitan, 1 Torino"
Arthur's Pizza,vz11-i36u,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,15/11/2024 21:45,15/11/2024 21:45,15/11/2024 21:59,,15/11/2024 21:55,15/11/2024 22:21,15/11/2024 22:17,15/11/2024 22:49,,,,"680,00","0,00","0,00","0,00","53,43","40,80","0,00","150,00","68,00","0,00","158,33",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Roma, 1 Milano"
Arthur's Pizza,vz11-j26r,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,30/10/2024 22:26,30/10/2024 22:26,30/10/2024 22:37,,30/10/2024 22:29,30/10/2024 22:36,30/10/2024 22:47,30/10/2024 22:48,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Roma
Arthur's Pizza,vz11-j2u2,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,14/11/2024 14:18,14/11/2024 14:18,14/11/2024 14:29,14/11/2024 14:33,14/11/2024 14:34,14/11/2024 14:35,14/11/2024 14:36,14/11/2024 14:44,,,,"340,00","0,00","0,00","0,00","11,67","0,00","0,00","0,00","0,00","0,00","58,33",evet,,"270,00","0,00","0,00","270,00","0,00","0,00","0,00","0,00","0,00",1 Milano
Arthur's Pizza,vz11-jjhf,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,23/10/2024 17:56,23/10/2024 17:56,23/10/2024 18:07,23/10/2024 18:09,23/10/2024 18:11,23/10/2024 18:11,23/10/2024 18:15,23/10/2024 18:24,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
